stop_id,stop_name,stop_lat,stop_lon
RS_ACC1_S-1-2620,월드컵경기장,37.569530000,126.899300000
RS_ACC1_S-1-2621,마포구청,37.563520000,126.903340000
RS_ACC1_S-1-2622,망원,37.556090000,126.910050000
RS_ACC1_S-1-2623,합정,37.549050000,126.913510000
RS_ACC1_S-1-2624,상수,37.547720000,126.922850000
RS_ACC1_S-1-2625,광흥창,37.547460000,126.931990000
RS_ACC1_S-1-2626,대흥,37.547770000,126.942070000
RS_ACC1_S-1-2627,공덕,37.543580000,126.951700000
RS_ACC1_S-1-2628,효창공원앞,37.539240000,126.961370000
RS_ACC1_S-1-2629,삼각지,37.535550000,126.974060000
RS_ACC1_S-1-2630,녹사평,37.534680000,126.986700000
RS_ACC1_S-1-2631,이태원,37.534490000,126.994300000
RS_ACC1_S-1-2632,한강진,37.539630000,127.001730000
RS_ACC1_S-1-2633,버티고개,37.548010000,127.007060000
RS_ACC1_S-1-2634,약수,37.554100000,127.010240000
RS_ACC1_S-1-2635,청구,37.560260000,127.013810000
RS_ACC1_S-1-2636,신당,37.566170000,127.016160000
RS_ACC1_S-1-2637,동묘앞,37.572280000,127.015650000
RS_ACC1_S-1-2638,창신,37.579660000,127.015240000
RS_ACC1_S-1-2639,보문,37.585290000,127.019380000
RS_ACC1_S-1-2640,안암,37.586270000,127.029010000
RS_ACC1_S-1-2641,고려대,37.590510000,127.036300000
RS_ACC1_S-1-2642,월곡,37.601950000,127.041520000
RS_ACC1_S-1-2643,상월곡,37.606380000,127.048490000
RS_ACC1_S-1-2644,돌곶이,37.610540000,127.056430000
RS_ACC1_S-1-2645,석계,37.614930000,127.065910000
RS_ACC1_S-1-2646,태릉입구,37.617340000,127.074730000
RS_ACC1_S-1-2647,화랑대,37.620060000,127.084690000
RS_ACC1_S-1-2648,봉화산,37.617280000,127.091400000
RS_ACC1_S-1-2649,신내,37.612500000,127.104220000
RS_ACC1_S-1-2711,장암,37.700110000,127.053200000
RS_ACC1_S-1-2712,도봉산,37.689250000,127.046520000
RS_ACC1_S-1-2713,수락산,37.677850000,127.055320000
RS_ACC1_S-1-2714,마들,37.664940000,127.057680000
RS_ACC1_S-1-2715,노원,37.654670000,127.060490000
RS_ACC1_S-1-2716,중계,37.644580000,127.064300000
RS_ACC1_S-1-2717,하계,37.636350000,127.067990000
RS_ACC1_S-1-2718,공릉,37.625740000,127.072900000
RS_ACC1_S-1-2719,태릉입구,37.618340000,127.075370000
RS_ACC1_S-1-2720,먹골,37.610640000,127.077730000
RS_ACC1_S-1-2721,중화,37.602550000,127.079260000
RS_ACC1_S-1-2722,상봉,37.595600000,127.085750000
RS_ACC1_S-1-2723,면목,37.588580000,127.087500000
RS_ACC1_S-1-2724,사가정,37.580890000,127.088480000
RS_ACC1_S-1-2725,용마산,37.573650000,127.086730000
RS_ACC1_S-1-2726,중곡,37.565920000,127.084320000
RS_ACC1_S-1-2727,군자,37.557040000,127.079440000
RS_ACC1_S-1-2728,어린이대공원,37.548010000,127.074660000
RS_ACC1_S-1-2729,건대입구,37.540790000,127.071020000
RS_ACC1_S-1-2730,뚝섬유원지,37.531540000,127.066700000
RS_ACC1_S-1-2731,청담,37.519370000,127.053350000
RS_ACC1_S-1-2732,강남구청,37.517180000,127.041300000
RS_ACC1_S-1-2733,학동,37.514230000,127.031660000
RS_ACC1_S-1-2734,논현,37.511090000,127.021420000
RS_ACC1_S-1-2735,반포,37.508180000,127.011730000
RS_ACC1_S-1-2736,고속터미널,37.503320000,127.004970000
RS_ACC1_S-1-2737,내방,37.487620000,126.993510000
RS_ACC1_S-1-2738,총신대입구,37.485270000,126.981790000
RS_ACC1_S-1-2739,남성,37.484600000,126.971250000
RS_ACC1_S-1-2740,숭실대입구,37.496030000,126.953820000
RS_ACC1_S-1-2741,상도,37.502830000,126.947910000
RS_ACC1_S-1-2742,장승배기,37.504900000,126.939150000
RS_ACC1_S-1-2743,신대방삼거리,37.499700000,126.928280000
RS_ACC1_S-1-2744,보라매,37.499870000,126.920430000
RS_ACC1_S-1-2745,신풍,37.500080000,126.909930000
RS_ACC1_S-1-2746,대림,37.492790000,126.896700000
RS_ACC1_S-1-2747,남구로,37.486060000,126.887250000
RS_ACC1_S-1-2748,가산디지털단지,37.480340000,126.882630000
RS_ACC1_S-1-2749,철산,37.476050000,126.867910000
RS_ACC1_S-1-2750,광명사거리,37.479250000,126.854880000
RS_ACC1_S-1-2751,천왕,37.486640000,126.838710000
RS_ACC1_S-1-2752,온수,37.492040000,126.823260000
RS_ACC1_S-1-2753,까치울,37.506210000,126.810940000
RS_ACC1_S-1-2754,부천종합운동장,37.505380000,126.797340000
RS_ACC1_S-1-2755,춘의,37.503660000,126.787040000
RS_ACC1_S-1-2756,신중동,37.503050000,126.775960000
RS_ACC1_S-1-2757,부천시청,37.504630000,126.763540000
RS_ACC1_S-1-2758,상동,37.505780000,126.753080000
RS_ACC1_S-1-2759,삼산체육관,37.506410000,126.742150000
RS_ACC1_S-1-2760,굴포천,37.507000000,126.731280000
RS_ACC1_S-1-2761,부평구청,37.507420000,126.721050000
RS_ACC1_S-1-2811,암사,37.550210000,127.127560000
RS_ACC1_S-1-2812,천호,37.537880000,127.123160000
RS_ACC1_S-1-2813,강동구청,37.530340000,127.120510000
RS_ACC1_S-1-2814,몽촌토성,37.517410000,127.112360000
RS_ACC1_S-1-2815,잠실,37.514610000,127.104200000
RS_ACC1_S-1-2816,석촌,37.505430000,127.106980000
RS_ACC1_S-1-2817,송파,37.499700000,127.112180000
RS_ACC1_S-1-2818,가락시장,37.493060000,127.118240000
RS_ACC1_S-1-2819,문정,37.485860000,127.122500000
RS_ACC1_S-1-2820,장지,37.478700000,127.126190000
RS_ACC1_S-1-2821,복정,37.471060000,127.126730000
RS_ACC1_S-1-2822,산성,37.457120000,127.149910000
RS_ACC1_S-1-2823,남한산성입구,37.451540000,127.159820000
RS_ACC1_S-1-2824,단대오거리,37.445210000,127.156870000
RS_ACC1_S-1-2825,신흥,37.440920000,127.147560000
RS_ACC1_S-1-2826,수진,37.437430000,127.140720000
RS_ACC1_S-1-2827,모란,37.433830000,127.129750000
RS_ACC1_S-1-2828,남위례,37.463030000,127.139350000
RS_ACC1_S-1-3110,계양,37.571480000,126.736090000
RS_ACC1_S-1-3111,귤현,37.566380000,126.742650000
RS_ACC1_S-1-3112,박촌,37.553700000,126.745080000
RS_ACC1_S-1-3113,임학,37.545060000,126.738670000
RS_ACC1_S-1-3114,계산,37.543240000,126.728130000
RS_ACC1_S-1-3115,경인교대입구,37.538160000,126.722600000
RS_ACC1_S-1-3116,작전,37.530420000,126.722530000
RS_ACC1_S-1-3117,갈산,37.517270000,126.721510000
RS_ACC1_S-1-3118,부평구청,37.508340000,126.720520000
RS_ACC1_S-1-3119,부평시장,37.498380000,126.722240000
RS_ACC1_S-1-3120,부평,37.490470000,126.723430000
RS_ACC1_S-1-3121,동수,37.485310000,126.718250000
RS_ACC1_S-1-3122,부평삼거리,37.477680000,126.710210000
RS_ACC1_S-1-3123,간석오거리,37.467050000,126.707940000
RS_ACC1_S-1-3124,인천시청,37.457510000,126.702180000
RS_ACC1_S-1-3125,예술회관,37.449400000,126.701010000
RS_ACC1_S-1-3126,인천터미널,37.442380000,126.699710000
RS_ACC1_S-1-3127,문학경기장,37.434940000,126.698580000
RS_ACC1_S-1-3128,선학,37.426680000,126.698860000
RS_ACC1_S-1-3129,신연수,37.418040000,126.693860000
RS_ACC1_S-1-3130,원인재,37.412360000,126.687860000
RS_ACC1_S-1-3131,동춘,37.404740000,126.681020000
RS_ACC1_S-1-3132,동막,37.397880000,126.674010000
RS_ACC1_S-1-3133,캠퍼스타운,37.387860000,126.661670000
RS_ACC1_S-1-3134,테크노파크,37.382270000,126.656370000
RS_ACC1_S-1-3135,지식정보단지,37.378380000,126.645170000
RS_ACC1_S-1-3136,인천대입구,37.386010000,126.639480000
RS_ACC1_S-1-3137,센트럴파크,37.393050000,126.634730000
RS_ACC1_S-1-3138,국제업무지구,37.399910000,126.630350000
RS_ACC1_S-1-3139,송도달빛축제공원,37.406770000,126.626090000
RS_ACC1_S-1-3201,검단오류,37.594880000,126.627180000
RS_ACC1_S-1-3202,왕길,37.595180000,126.642700000
RS_ACC1_S-1-3203,검단사거리,37.601850000,126.657110000
RS_ACC1_S-1-3204,마전,37.597570000,126.667000000
RS_ACC1_S-1-3205,완정,37.592930000,126.673200000
RS_ACC1_S-1-3206,독정,37.585210000,126.675840000
RS_ACC1_S-1-3207,검암,37.568730000,126.675580000
RS_ACC1_S-1-3208,검바위,37.561410000,126.677570000
RS_ACC1_S-1-3209,아시아드경기장,37.551700000,126.677120000
RS_ACC1_S-1-3210,서구청,37.543740000,126.676790000
RS_ACC1_S-1-3211,가정,37.524650000,126.675540000
RS_ACC1_S-1-3212,가정중앙시장,37.517050000,126.676670000
RS_ACC1_S-1-3213,석남,37.506190000,126.676200000
RS_ACC1_S-1-3214,서부여성회관,37.500310000,126.675850000
RS_ACC1_S-1-3215,인천가좌,37.489700000,126.675210000
RS_ACC1_S-1-3216,가재울,37.484190000,126.683670000
RS_ACC1_S-1-3217,주안국가산단,37.473700000,126.681130000
RS_ACC1_S-1-3218,주안,37.465140000,126.678820000
RS_ACC1_S-1-3219,시민공원,37.458340000,126.681190000
RS_ACC1_S-1-3220,석바위시장,37.457610000,126.692580000
RS_ACC1_S-1-3221,인천시청,37.456870000,126.701020000
RS_ACC1_S-1-3222,석천사거리,37.456810000,126.709990000
RS_ACC1_S-1-3223,모래내시장,37.455830000,126.719300000
RS_ACC1_S-1-3224,만수,37.454910000,126.732090000
RS_ACC1_S-1-3225,남동구청,37.448160000,126.736940000
RS_ACC1_S-1-3226,인천대공원,37.448770000,126.752620000
RS_ACC1_S-1-3227,운연,37.440130000,126.759970000
RS_ACC1_S-1-3762,신곡,37.508600000,126.703550000
RS_ACC1_S-1-3763,석남,37.506230000,126.676090000
RS_ACC1_S-1-4101,개화,37.578610000,126.798150000
RS_ACC1_S-1-4102,김포공항,37.561910000,126.801770000
RS_ACC1_S-1-4103,공항시장,37.563730000,126.810680000
RS_ACC1_S-1-4104,신방화,37.567530000,126.816600000
RS_ACC1_S-1-4105,마곡나루,37.567340000,126.829500000
RS_ACC1_S-1-4106,양천향교,37.568380000,126.841330000
RS_ACC1_S-1-4107,가양,37.561390000,126.854460000
RS_ACC1_S-1-4108,증미,37.557400000,126.861940000
RS_ACC1_S-1-4109,등촌,37.550630000,126.865690000
RS_ACC1_S-1-4110,염창,37.546940000,126.874920000
RS_ACC1_S-1-4111,신목동,37.544280000,126.883080000
RS_ACC1_S-1-4112,선유도,37.538020000,126.893530000
RS_ACC1_S-1-4113,당산,37.533450000,126.902760000
RS_ACC1_S-1-4114,국회의사당,37.528110000,126.917870000
RS_ACC1_S-1-4115,여의도,37.521600000,126.924200000
RS_ACC1_S-1-4116,샛강,37.517270000,126.928420000
RS_ACC1_S-1-4117,노량진,37.513560000,126.940990000
RS_ACC1_S-1-4118,노들,37.512890000,126.953220000
RS_ACC1_S-1-4119,흑석,37.508770000,126.963710000
RS_ACC1_S-1-4120,동작,37.502870000,126.978120000
RS_ACC1_S-1-4121,구반포,37.501360000,126.987330000
RS_ACC1_S-1-4122,신반포,37.503420000,126.995930000
RS_ACC1_S-1-4123,고속터미널,37.506020000,127.004390000
RS_ACC1_S-1-4124,사평,37.504210000,127.015260000
RS_ACC1_S-1-4125,신논현,37.504600000,127.025060000
RS_ACC1_S-1-4126,언주,37.507290000,127.033870000
RS_ACC1_S-1-4127,선정릉,37.510290000,127.043970000
RS_ACC1_S-1-4128,삼성중앙,37.513010000,127.053280000
RS_ACC1_S-1-4129,봉은사,37.514220000,127.060250000
RS_ACC1_S-1-4130,종합운동장,37.511700000,127.076880000
RS_ACC1_S-1-4131,삼전,37.504550000,127.087360000
RS_ACC1_S-1-4132,석촌고분,37.502460000,127.096510000
RS_ACC1_S-1-4133,석촌,37.504970000,127.106760000
RS_ACC1_S-1-4134,송파나루,37.511020000,127.112660000
RS_ACC1_S-1-4135,한성백제,37.516540000,127.116450000
RS_ACC1_S-1-4136,올림픽공원,37.516120000,127.130250000
RS_ACC1_S-1-4137,둔촌오륜,37.519410000,127.138650000
RS_ACC1_S-1-4138,중앙보훈병원,37.528400000,127.148410000
RS_ACC1_S-1-4201,서울역,37.553290000,126.969730000
RS_ACC1_S-1-4202,공덕,37.542490000,126.952090000
RS_ACC1_S-1-4203,홍대입구,37.557500000,126.926640000
RS_ACC1_S-1-4204,디지털미디어시티,37.577340000,126.898080000
RS_ACC1_S-1-4206,마곡나루,37.565630000,126.827500000
RS_ACC1_S-1-4208,계양,37.571740000,126.736270000
RS_ACC1_S-1-4209,검암,37.569090000,126.674030000
RS_ACC1_S-1-4210,청라국제도시,37.555880000,126.625330000
RS_ACC1_S-1-4211,운서,37.492900000,126.493790000
RS_ACC1_S-1-4212,공항화물청사,37.458370000,126.476240000
RS_ACC1_S-1-4213,인천공항1터미널,37.447460000,126.452510000
RS_ACC1_S-1-4215,인천공항2터미널,37.468710000,126.433720000
RS_ACC1_S-1-4217,영종,37.511470000,126.523700000
RS_ACC1_S-1-4304,신사,37.516110000,127.019540000
RS_ACC1_S-1-4305,논현,37.510330000,127.021720000
RS_ACC1_S-1-4306,신논현,37.503560000,127.024950000
RS_ACC1_S-1-4307,강남,37.496850000,127.028120000
RS_ACC1_S-1-4308,양재,37.483640000,127.034870000
RS_ACC1_S-1-4309,양재시민의숲,37.470020000,127.038420000
RS_ACC1_S-1-4310,청계산입구,37.447210000,127.055660000
RS_ACC1_S-1-4311,판교,37.394930000,127.111160000
RS_ACC1_S-1-4312,정자,37.367400000,127.108400000
RS_ACC1_S-1-4313,미금,37.350070000,127.108800000
RS_ACC1_S-1-4314,동천,37.337930000,127.102980000
RS_ACC1_S-1-4315,수지구청,37.322700000,127.095030000
RS_ACC1_S-1-4316,성복,37.313340000,127.080100000
RS_ACC1_S-1-4317,상현,37.297660000,127.069340000
RS_ACC1_S-1-4318,광교중앙,37.288620000,127.051480000
RS_ACC1_S-1-4319,광교,37.302110000,127.044480000
RS_ACC1_S-1-4401,샛강,37.517120000,126.929440000
RS_ACC1_S-1-4402,대방,37.512630000,126.925340000
RS_ACC1_S-1-4403,서울지방병무청,37.506050000,126.922710000
RS_ACC1_S-1-4404,보라매,37.500330000,126.920450000
RS_ACC1_S-1-4405,보라매공원,37.495460000,126.918140000
RS_ACC1_S-1-4406,보라매병원,37.492960000,126.923500000
RS_ACC1_S-1-4407,당곡,37.490220000,126.927540000
RS_ACC1_S-1-4408,신림,37.485030000,126.929600000
RS_ACC1_S-1-4409,서원,37.478250000,126.933100000
RS_ACC1_S-1-4410,서울대벤처타운,37.472020000,126.933910000
RS_ACC1_S-1-4411,관악산,37.469140000,126.945030000
RS_ACC1_S-1-4501,기흥,37.275460000,127.116660000
RS_ACC1_S-1-4502,강남대,37.270160000,127.126030000
RS_ACC1_S-1-4503,지석,37.269610000,127.136520000
RS_ACC1_S-1-4504,어정,37.274920000,127.143710000
RS_ACC1_S-1-4505,동백,37.269040000,127.152720000
RS_ACC1_S-1-4506,초당,37.260750000,127.159440000
RS_ACC1_S-1-4508,삼가,37.242120000,127.168080000
RS_ACC1_S-1-4509,시청·용인대,37.239150000,127.178410000
RS_ACC1_S-1-4510,명지대,37.237960000,127.190290000
RS_ACC1_S-1-4511,김량장,37.237250000,127.198780000
RS_ACC1_S-1-4512,운동장·송담대,37.237850000,127.209200000
RS_ACC1_S-1-4513,고진,37.244840000,127.214250000
RS_ACC1_S-1-4514,보평,37.258970000,127.218460000
RS_ACC1_S-1-4515,둔전,37.267050000,127.213640000
RS_ACC1_S-1-4517,전대·에버랜드,37.285340000,127.219560000
RS_ACC1_S-1-4601,발곡,37.727050000,127.052800000
RS_ACC1_S-1-4602,회룡,37.725000000,127.047050000
RS_ACC1_S-1-4603,범골,37.728760000,127.043530000
RS_ACC1_S-1-4604,경전철의정부,37.737200000,127.043260000
RS_ACC1_S-1-4605,의정부시청,37.739260000,127.034780000
RS_ACC1_S-1-4606,흥선,37.743300000,127.037020000
RS_ACC1_S-1-4607,의정부중앙,37.743680000,127.049570000
RS_ACC1_S-1-4608,동오,37.745270000,127.056950000
RS_ACC1_S-1-4609,새말,37.748890000,127.063620000
RS_ACC1_S-1-4610,경기도청북부청사,37.750590000,127.071500000
RS_ACC1_S-1-4611,효자,37.754030000,127.076900000
RS_ACC1_S-1-4612,곤제,37.750470000,127.083720000
RS_ACC1_S-1-4613,어룡,37.742800000,127.085040000
RS_ACC1_S-1-4614,송산,37.737280000,127.087160000
RS_ACC1_S-1-4615,탑석,37.733580000,127.088700000
RS_ACC1_S-1-4701,북한산우이,37.663030000,127.012710000
RS_ACC1_S-1-4702,솔밭공원,37.656030000,127.013280000
RS_ACC1_S-1-4703,4·19민주묘지,37.649530000,127.013780000
RS_ACC1_S-1-4704,가오리,37.641560000,127.016800000
RS_ACC1_S-1-4705,화계,37.634120000,127.017580000
RS_ACC1_S-1-4706,삼양,37.626980000,127.018170000
RS_ACC1_S-1-4707,삼양사거리,37.621280000,127.020550000
RS_ACC1_S-1-4708,솔샘,37.620250000,127.013650000
RS_ACC1_S-1-4709,북한산보국문,37.612080000,127.008310000
RS_ACC1_S-1-4710,정릉,37.602670000,127.013550000
RS_ACC1_S-1-4711,성신여대입구,37.592390000,127.016530000
RS_ACC1_S-1-4712,보문,37.585040000,127.019540000
RS_ACC1_S-1-4713,신설동,37.576570000,127.023180000
RS_ACC1_S-1-4804,소사,37.482910000,126.795060000
RS_ACC1_S-1-4805,소새울,37.468510000,126.797280000
RS_ACC1_S-1-4806,시흥대야,37.450100000,126.792990000
RS_ACC1_S-1-4807,신천,37.439240000,126.786790000
RS_ACC1_S-1-4808,신현,37.409570000,126.787840000
RS_ACC1_S-1-4809,시흥시청,37.381560000,126.805950000
RS_ACC1_S-1-4810,시흥능곡,37.369950000,126.808720000
RS_ACC1_S-1-4811,달미,37.348790000,126.809420000
RS_ACC1_S-1-4812,선부,37.334410000,126.809990000
RS_ACC1_S-1-4813,초지,37.319740000,126.807840000
RS_ACC1_S-1-4814,원곡,37.313160000,126.795740000
RS_ACC1_S-1-4815,원시,37.302620000,126.786790000
RS_ACC1_S-1-4920,양촌,37.641780000,126.614630000
RS_ACC1_S-1-4921,구래,37.645390000,126.628580000
RS_ACC1_S-1-4922,마산,37.640610000,126.644000000
RS_ACC1_S-1-4923,장기,37.644070000,126.669080000
RS_ACC1_S-1-4924,운양,37.653780000,126.683840000
RS_ACC1_S-1-4925,걸포북변,37.631640000,126.705780000
RS_ACC1_S-1-4926,사우,37.620320000,126.719770000
RS_ACC1_S-1-4927,풍무,37.612430000,126.732450000
RS_ACC1_S-1-4928,고촌,37.601210000,126.770330000
RS_ACC1_S-1-4929,김포공항,37.562330000,126.801990000
RS_ACC1_S-2-0095,다대포해수욕장,35.089950000,128.973970000
RS_ACC1_S-2-0096,다대포항역,35.081630000,128.977640000
RS_ACC1_S-2-0097,낫개역,35.074430000,128.977040000
RS_ACC1_S-2-0098,신장림역,35.065270000,128.979870000
RS_ACC1_S-2-0099,장림역,35.057420000,128.971280000
RS_ACC1_S-2-0100,동매역,35.048620000,128.965910000
RS_ACC1_S-2-0101,신평역,35.095180000,128.960560000
RS_ACC1_S-2-0102,하단역,35.106180000,128.966800000
RS_ACC1_S-2-0103,당리역,35.103530000,128.973850000
RS_ACC1_S-2-0104,사하역,35.099850000,128.983100000
RS_ACC1_S-2-0105,괴정역,35.099820000,128.992140000
RS_ACC1_S-2-0106,대티역,35.103130000,128.999940000
RS_ACC1_S-2-0107,서대신역,35.110940000,129.012180000
RS_ACC1_S-2-0108,동대신역,35.110450000,129.017680000
RS_ACC1_S-2-0109,토성역,35.100730000,129.019780000
RS_ACC1_S-2-0110,자갈치역,35.097370000,129.026670000
RS_ACC1_S-2-0111,남포역,35.097950000,129.034870000
RS_ACC1_S-2-0112,중앙역,35.103840000,129.036370000
RS_ACC1_S-2-0113,부산역,35.115220000,129.039700000
RS_ACC1_S-2-0114,초량역,35.121170000,129.043040000
RS_ACC1_S-2-0115,부산진역,35.127790000,129.047890000
RS_ACC1_S-2-0116,좌천역,35.134360000,129.054460000
RS_ACC1_S-2-0117,범일역,35.140950000,129.059350000
RS_ACC1_S-2-0118,범내골역,35.147400000,129.059260000
RS_ACC1_S-2-0119,서면역,35.158280000,129.059560000
RS_ACC1_S-2-0120,부전역,35.162590000,129.062950000
RS_ACC1_S-2-0121,양정역,35.173120000,129.071370000
RS_ACC1_S-2-0122,시청역,35.179840000,129.076640000
RS_ACC1_S-2-0123,연산역,35.186170000,129.081530000
RS_ACC1_S-2-0124,교대역,35.196050000,129.080040000
RS_ACC1_S-2-0125,동래역,35.205640000,129.078510000
RS_ACC1_S-2-0126,명륜역,35.212550000,129.079660000
RS_ACC1_S-2-0127,온천장역,35.220250000,129.086440000
RS_ACC1_S-2-0128,부산대역,35.229610000,129.089360000
RS_ACC1_S-2-0129,장전역,35.238110000,129.088110000
RS_ACC1_S-2-0130,구서역,35.247410000,129.091330000
RS_ACC1_S-2-0131,두실역,35.256960000,129.091390000
RS_ACC1_S-2-0132,남산역,35.265400000,129.092500000
RS_ACC1_S-2-0133,범어사역,35.273110000,129.092680000
RS_ACC1_S-2-0134,노포역,35.283660000,129.094970000
RS_ACC1_S-2-0201,장산역,35.169910000,129.176990000
RS_ACC1_S-2-0202,중동역,35.166700000,129.168600000
RS_ACC1_S-2-0203,해운대역,35.163670000,129.158910000
RS_ACC1_S-2-0204,동백역,35.161480000,129.147900000
RS_ACC1_S-2-0205,벡스코역,35.168840000,129.138930000
RS_ACC1_S-2-0206,센텀시티역,35.168830000,129.131750000
RS_ACC1_S-2-0207,민락역,35.167230000,129.121910000
RS_ACC1_S-2-0208,수영역,35.165230000,129.114710000
RS_ACC1_S-2-0209,광안역,35.157920000,129.113170000
RS_ACC1_S-2-0210,금련산역,35.149770000,129.110960000
RS_ACC1_S-2-0211,남천역,35.142140000,129.107980000
RS_ACC1_S-2-0212,경성대부경대역,35.137590000,129.100550000
RS_ACC1_S-2-0213,대연역,35.135150000,129.092160000
RS_ACC1_S-2-0214,못골역,35.134730000,129.084420000
RS_ACC1_S-2-0215,지게골역,35.135570000,129.074370000
RS_ACC1_S-2-0216,문현역,35.139150000,129.067400000
RS_ACC1_S-2-0217,국제금융센터부산은행역,35.145820000,129.066760000
RS_ACC1_S-2-0218,전포역,35.153100000,129.065370000
RS_ACC1_S-2-0219,서면역,35.157740000,129.059080000
RS_ACC1_S-2-0220,부암역,35.157440000,129.050190000
RS_ACC1_S-2-0221,가야역,35.155880000,129.042820000
RS_ACC1_S-2-0222,동의대역,35.153990000,129.032750000
RS_ACC1_S-2-0223,개금역,35.153280000,129.020530000
RS_ACC1_S-2-0224,냉정역,35.151250000,129.012260000
RS_ACC1_S-2-0225,주례역,35.150510000,129.003080000
RS_ACC1_S-2-0226,감전역,35.155530000,128.991150000
RS_ACC1_S-2-0227,사상역,35.162360000,128.984620000
RS_ACC1_S-2-0228,덕포역,35.173750000,128.983960000
RS_ACC1_S-2-0229,모덕역,35.180370000,128.985620000
RS_ACC1_S-2-0230,모라역,35.189660000,128.988660000
RS_ACC1_S-2-0231,구남역,35.196800000,128.994930000
RS_ACC1_S-2-0232,구명역,35.202520000,128.999320000
RS_ACC1_S-2-0233,덕천역,35.210220000,129.005670000
RS_ACC1_S-2-0234,수정역,35.223360000,129.009200000
RS_ACC1_S-2-0235,화명역,35.236280000,129.013920000
RS_ACC1_S-2-0236,율리역,35.246710000,129.012920000
RS_ACC1_S-2-0237,동원역,35.258660000,129.012390000
RS_ACC1_S-2-0238,금곡역,35.267250000,129.016670000
RS_ACC1_S-2-0239,호포역,35.280410000,129.017100000
RS_ACC1_S-2-0240,증산역,35.308300000,129.010250000
RS_ACC1_S-2-0241,부산대양산캠퍼스역,35.316960000,129.013900000
RS_ACC1_S-2-0242,남양산역,35.325360000,129.019460000
RS_ACC1_S-2-0243,양산역,35.338650000,129.026390000
RS_ACC1_S-2-0301,수영역,35.167750000,129.114590000
RS_ACC1_S-2-0302,망미역,35.171530000,129.108230000
RS_ACC1_S-2-0303,배산역,35.173500000,129.095500000
RS_ACC1_S-2-0304,물만골역,35.176810000,129.085750000
RS_ACC1_S-2-0305,연산역,35.186170000,129.081530000
RS_ACC1_S-2-0306,거제역,35.188590000,129.073940000
RS_ACC1_S-2-0307,종합운동장역,35.191250000,129.067500000
RS_ACC1_S-2-0308,사직역,35.199000000,129.065000000
RS_ACC1_S-2-0309,미남역,35.205500000,129.068060000
RS_ACC1_S-2-0310,만덕역,35.213000000,129.036530000
RS_ACC1_S-2-0311,남산정역,35.213340000,129.023930000
RS_ACC1_S-2-0312,숙등역,35.211970000,129.012750000
RS_ACC1_S-2-0313,덕천역,35.210220000,129.005670000
RS_ACC1_S-2-0314,구포역,35.206700000,128.996370000
RS_ACC1_S-2-0315,강서구청역,35.211250000,128.981760000
RS_ACC1_S-2-0316,체육공원역,35.212580000,128.968970000
RS_ACC1_S-2-0317,대저역,35.213390000,128.959960000
RS_ACC1_S-2-0401,미남역,35.207120000,129.069170000
RS_ACC1_S-2-0402,동래역,35.204830000,129.077080000
RS_ACC1_S-2-0403,수안역,35.201830000,129.083810000
RS_ACC1_S-2-0404,낙민역,35.200250000,129.090770000
RS_ACC1_S-2-0405,충렬사역,35.199860000,129.097640000
RS_ACC1_S-2-0406,명장역,35.205140000,129.101520000
RS_ACC1_S-2-0407,서동역,35.213330000,129.107680000
RS_ACC1_S-2-0408,금사역,35.215830000,129.115150000
RS_ACC1_S-2-0409,반여농산물시장역,35.217780000,129.124060000
RS_ACC1_S-2-0410,석대역,35.218220000,129.137180000
RS_ACC1_S-2-0411,영산대역,35.225780000,129.146150000
RS_ACC1_S-2-0412,동부산대학역,35.232510000,129.154020000
RS_ACC1_S-2-0413,고촌역,35.236030000,129.160490000
RS_ACC1_S-2-0414,안평역,35.237360000,129.171820000
RS_ACC1_S-2-4801,사상,35.162340000,128.986000000
RS_ACC1_S-2-4802,괘법르네시떼,35.163290000,128.977650000
RS_ACC1_S-2-4803,서부산유통지구,35.166420000,128.954880000
RS_ACC1_S-2-4804,공항,35.171920000,128.948630000
RS_ACC1_S-2-4805,덕두,35.182020000,128.954210000
RS_ACC1_S-2-4806,등구,35.196170000,128.963600000
RS_ACC1_S-2-4807,대저,35.213050000,128.960650000
RS_ACC1_S-2-4808,평강,35.214040000,128.950760000
RS_ACC1_S-2-4809,대사,35.217680000,128.938430000
RS_ACC1_S-2-4810,불암,35.222180000,128.927890000
RS_ACC1_S-2-4811,지내,35.227490000,128.923780000
RS_ACC1_S-2-4812,김해대학,35.229010000,128.915570000
RS_ACC1_S-2-4813,인제대,35.228110000,128.901780000
RS_ACC1_S-2-4814,김해시청,35.227070000,128.890420000
RS_ACC1_S-2-4815,부원,35.226490000,128.883990000
RS_ACC1_S-2-4816,봉황,35.227260000,128.874380000
RS_ACC1_S-2-4817,수로왕릉,35.232820000,128.872200000
RS_ACC1_S-2-4818,박물관,35.240070000,128.871930000
RS_ACC1_S-2-4819,연지공원,35.249600000,128.869290000
RS_ACC1_S-2-4820,장신대,35.259550000,128.867220000
RS_ACC1_S-2-4821,가야대,35.266790000,128.865010000
RS_ACC1_S-2-8001,부전,35.164030000,129.059440000
RS_ACC1_S-2-8002,거제해맞이,35.181210000,129.069010000
RS_ACC1_S-2-8003,거제,35.189570000,129.074320000
RS_ACC1_S-2-8004,교대,35.193710000,129.079520000
RS_ACC1_S-2-8005,동래,35.197200000,129.091330000
RS_ACC1_S-2-8006,안락,35.196090000,129.100650000
